model,sum,expected,raw_text,parsed_answer,is_correct,error_abs,tokens,token_logprobs,top_logprobs,latency_ms,api_endpoint,created_at,error
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,93,93,93,True,0,"[""93""]",[-0.628277],"[[{""token"": ""93"", ""bytes"": [57, 51], ""logprob"": -0.628277}, {""token"": ""94"", ""bytes"": [57, 52], ""logprob"": -1.128277}, {""token"": ""92"", ""bytes"": [57, 50], ""logprob"": -2.128277}, {""token"": ""95"", ""bytes"": [57, 53], ""logprob"": -4.128277}]]",715.24,v1/responses,2026-05-24T22:39:36.080511+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,94,95,95,False,1,"[""95""]",[-0.225155],"[[{""token"": ""95"", ""bytes"": [57, 53], ""logprob"": -0.225155}, {""token"": ""94"", ""bytes"": [57, 52], ""logprob"": -1.725155}, {""token"": ""93"", ""bytes"": [57, 51], ""logprob"": -3.975155}]]",1013.2,v1/responses,2026-05-24T22:39:36.962808+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,95,95,95,True,0,"[""95""]",[-0.084171],"[[{""token"": ""95"", ""bytes"": [57, 53], ""logprob"": -0.084171}, {""token"": ""96"", ""bytes"": [57, 54], ""logprob"": -2.584171}]]",703.91,v1/responses,2026-05-24T22:39:36.654852+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,96,97,97,False,1,"[""97""]",[-0.337002],"[[{""token"": ""97"", ""bytes"": [57, 55], ""logprob"": -0.337002}, {""token"": ""96"", ""bytes"": [57, 54], ""logprob"": -1.337002}, {""token"": ""98"", ""bytes"": [57, 56], ""logprob"": -4.087002}]]",761.4,v1/responses,2026-05-24T22:39:36.848272+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,97,97,97,True,0,"[""97""]",[-0.644196],"[[{""token"": ""97"", ""bytes"": [57, 55], ""logprob"": -0.644196}, {""token"": ""98"", ""bytes"": [57, 56], ""logprob"": -0.894196}, {""token"": ""99"", ""bytes"": [57, 57], ""logprob"": -3.394196}, {""token"": ""96"", ""bytes"": [57, 54], ""logprob"": -3.644196}]]",706.27,v1/responses,2026-05-24T22:39:37.369543+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,98,100,100,False,2,"[""100""]",[-0.202881],"[[{""token"": ""100"", ""bytes"": [49, 48, 48], ""logprob"": -0.202881}, {""token"": ""99"", ""bytes"": [57, 57], ""logprob"": -1.702881}]]",572.0,v1/responses,2026-05-24T22:39:37.428062+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,99,100,100,False,1,"[""100""]",[-0.000446],"[[{""token"": ""100"", ""bytes"": [49, 48, 48], ""logprob"": -0.000446}]]",1061.84,v1/responses,2026-05-24T22:39:38.030331+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,100,100,100,True,0,"[""100""]",[-0.005276],"[[{""token"": ""100"", ""bytes"": [49, 48, 48], ""logprob"": -0.005276}]]",708.93,v1/responses,2026-05-24T22:39:38.084837+00:00,
gpt-5.5,1+1,2,2,2,True,0,"[""2""]",[1.3e-05],"[[{""token"": ""2"", ""bytes"": [50], ""logprob"": 1.3e-05}]]",1428.56,v1/responses,2026-05-24T22:38:59.381822+00:00,
gpt-5.5,1+1+1,3,3,3,True,0,"[""3""]",[2e-06],"[[{""token"": ""3"", ""bytes"": [51], ""logprob"": 2e-06}]]",911.03,v1/responses,2026-05-24T22:39:00.299480+00:00,
gpt-5.5,1+1+1+1,4,4,4,True,0,"[""4""]",[-1.5e-05],"[[{""token"": ""4"", ""bytes"": [52], ""logprob"": -1.5e-05}]]",918.12,v1/responses,2026-05-24T22:39:01.224370+00:00,
gpt-5.5,1+1+1+1+1,5,5,5,True,0,"[""5""]",[-4e-06],"[[{""token"": ""5"", ""bytes"": [53], ""logprob"": -4e-06}]]",1226.24,v1/responses,2026-05-24T22:40:07.285539+00:00,
gpt-5.5,1+1+1+1+1+1,6,6,6,True,0,"[""6""]",[4e-06],"[[{""token"": ""6"", ""bytes"": [54], ""logprob"": 4e-06}]]",1330.96,v1/responses,2026-05-24T22:40:07.416464+00:00,
gpt-5.5,1+1+1+1+1+1+1,7,7,7,True,0,"[""7""]",[0.0],"[[{""token"": ""7"", ""bytes"": [55], ""logprob"": 0.0}]]",1215.02,v1/responses,2026-05-24T22:40:08.296039+00:00,
gpt-5.5,1+1+1+1+1+1+1+1,8,8,8,True,0,"[""8""]",[-1.5e-05],"[[{""token"": ""8"", ""bytes"": [56], ""logprob"": -1.5e-05}]]",998.7,v1/responses,2026-05-24T22:40:08.297522+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1,9,9,9,True,0,"[""9""]",[-1.1e-05],"[[{""token"": ""9"", ""bytes"": [57], ""logprob"": -1.1e-05}]]",984.78,v1/responses,2026-05-24T22:40:08.413355+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1,10,10,10,True,0,"[""10""]",[2e-06],"[[{""token"": ""10"", ""bytes"": [49, 48], ""logprob"": 2e-06}]]",884.09,v1/responses,2026-05-24T22:40:09.194187+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1,11,11,11,True,0,"[""11""]",[-2e-06],"[[{""token"": ""11"", ""bytes"": [49, 49], ""logprob"": -2e-06}]]",903.4,v1/responses,2026-05-24T22:40:09.214443+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1,12,12,12,True,0,"[""12""]",[6e-06],"[[{""token"": ""12"", ""bytes"": [49, 50], ""logprob"": 6e-06}]]",1029.34,v1/responses,2026-05-24T22:40:09.452664+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1,13,13,13,True,0,"[""13""]",[0.0],"[[{""token"": ""13"", ""bytes"": [49, 51], ""logprob"": 0.0}]]",1073.14,v1/responses,2026-05-24T22:40:10.276823+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1,14,14,14,True,0,"[""14""]",[-1.6e-05],"[[{""token"": ""14"", ""bytes"": [49, 52], ""logprob"": -1.5e-05}]]",1233.38,v1/responses,2026-05-24T22:40:10.454683+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,15,15,15,True,0,"[""15""]",[3e-06],"[[{""token"": ""15"", ""bytes"": [49, 53], ""logprob"": 4e-06}]]",837.45,v1/responses,2026-05-24T22:40:10.303204+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,16,16,16,True,0,"[""16""]",[1e-05],"[[{""token"": ""16"", ""bytes"": [49, 54], ""logprob"": 1e-05}]]",1195.14,v1/responses,2026-05-24T22:40:11.484680+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,17,17,17,True,0,"[""17""]",[-2e-06],"[[{""token"": ""17"", ""bytes"": [49, 55], ""logprob"": -2e-06}]]",954.07,v1/responses,2026-05-24T22:40:11.265387+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,18,18,18,True,0,"[""18""]",[-1e-05],"[[{""token"": ""18"", ""bytes"": [49, 56], ""logprob"": -1.1e-05}]]",1043.39,v1/responses,2026-05-24T22:40:11.511298+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,19,19,19,True,0,"[""19""]",[-6e-06],"[[{""token"": ""19"", ""bytes"": [49, 57], ""logprob"": -6e-06}]]",896.83,v1/responses,2026-05-24T22:40:12.176670+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,20,20,20,True,0,"[""20""]",[-1e-05],"[[{""token"": ""20"", ""bytes"": [50, 48], ""logprob"": -1e-05}]]",1301.27,v1/responses,2026-05-24T22:40:12.799677+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,21,21,21,True,0,"[""21""]",[2e-06],"[[{""token"": ""21"", ""bytes"": [50, 49], ""logprob"": 2e-06}]]",807.38,v1/responses,2026-05-24T22:40:12.326610+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,22,22,22,True,0,"[""22""]",[-8e-06],"[[{""token"": ""22"", ""bytes"": [50, 50], ""logprob"": -8e-06}]]",917.11,v1/responses,2026-05-24T22:40:13.107620+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,23,23,23,True,0,"[""23""]",[-5e-06],"[[{""token"": ""23"", ""bytes"": [50, 51], ""logprob"": -4e-06}]]",1487.63,v1/responses,2026-05-24T22:40:13.827366+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,24,24,24,True,0,"[""24""]",[-1.6e-05],"[[{""token"": ""24"", ""bytes"": [50, 52], ""logprob"": -1.5e-05}]]",1016.18,v1/responses,2026-05-24T22:40:13.826030+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,25,25,25,True,0,"[""25""]",[-1e-05],"[[{""token"": ""25"", ""bytes"": [50, 53], ""logprob"": -1e-05}]]",1217.66,v1/responses,2026-05-24T22:40:14.335890+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,26,26,26,True,0,"[""26""]",[-4e-06],"[[{""token"": ""26"", ""bytes"": [50, 54], ""logprob"": -4e-06}]]",1623.99,v1/responses,2026-05-24T22:40:15.464810+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,27,27,27,True,0,"[""27""]",[4e-06],"[[{""token"": ""27"", ""bytes"": [50, 55], ""logprob"": 4e-06}]]",1007.02,v1/responses,2026-05-24T22:40:14.848837+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,28,28,28,True,0,"[""28""]",[2e-06],"[[{""token"": ""28"", ""bytes"": [50, 56], ""logprob"": 2e-06}]]",1117.52,v1/responses,2026-05-24T22:40:15.466277+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,29,29,29,True,0,"[""29""]",[1.1e-05],"[[{""token"": ""29"", ""bytes"": [50, 57], ""logprob"": 1.1e-05}]]",2238.84,v1/responses,2026-05-24T22:40:17.101300+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,30,30,30,True,0,"[""30""]",[-1e-05],"[[{""token"": ""30"", ""bytes"": [51, 48], ""logprob"": -1e-05}]]",974.27,v1/responses,2026-05-24T22:40:16.454776+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,31,31,31,True,0,"[""31""]",[0.0],"[[{""token"": ""31"", ""bytes"": [51, 49], ""logprob"": 0.0}]]",795.65,v1/responses,2026-05-24T22:40:16.277123+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,32,32,32,True,0,"[""32""]",[-1.7e-05],"[[{""token"": ""32"", ""bytes"": [51, 50], ""logprob"": -1.7e-05}]]",1008.96,v1/responses,2026-05-24T22:40:17.292630+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,33,33,33,True,0,"[""33""]",[0.0],"[[{""token"": ""33"", ""bytes"": [51, 51], ""logprob"": 0.0}]]",1249.03,v1/responses,2026-05-24T22:40:17.717119+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,34,34,34,True,0,"[""34""]",[-6e-06],"[[{""token"": ""34"", ""bytes"": [51, 52], ""logprob"": -6e-06}]]",922.59,v1/responses,2026-05-24T22:40:18.035846+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,35,35,35,True,0,"[""35""]",[-1e-05],"[[{""token"": ""35"", ""bytes"": [51, 53], ""logprob"": -1.1e-05}]]",1131.67,v1/responses,2026-05-24T22:40:18.434418+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,36,36,36,True,0,"[""36""]",[-1e-05],"[[{""token"": ""36"", ""bytes"": [51, 54], ""logprob"": -1.1e-05}]]",1865.27,v1/responses,2026-05-24T22:40:19.593063+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,37,37,37,True,0,"[""37""]",[-2.6e-05],"[[{""token"": ""37"", ""bytes"": [51, 55], ""logprob"": -2.7e-05}]]",1206.96,v1/responses,2026-05-24T22:40:19.255439+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,38,38,38,True,0,"[""38""]",[-2e-05],"[[{""token"": ""38"", ""bytes"": [51, 56], ""logprob"": -1.9e-05}]]",1089.84,v1/responses,2026-05-24T22:40:19.536716+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,39,39,39,True,0,"[""39""]",[-3.3e-05],"[[{""token"": ""39"", ""bytes"": [51, 57], ""logprob"": -3.4e-05}]]",991.9,v1/responses,2026-05-24T22:40:20.257537+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,40,40,40,True,0,"[""40""]",[-5e-06],"[[{""token"": ""40"", ""bytes"": [52, 48], ""logprob"": -4e-06}]]",935.73,v1/responses,2026-05-24T22:40:20.483837+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,41,41,41,True,0,"[""41""]",[-1.1e-05],"[[{""token"": ""41"", ""bytes"": [52, 49], ""logprob"": -1.1e-05}]]",969.08,v1/responses,2026-05-24T22:40:20.571116+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,42,42,42,True,0,"[""42""]",[-2.7e-05],"[[{""token"": ""42"", ""bytes"": [52, 50], ""logprob"": -2.7e-05}]]",1093.72,v1/responses,2026-05-24T22:40:21.358456+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,43,43,43,True,0,"[""43""]",[-3.5e-05],"[[{""token"": ""43"", ""bytes"": [52, 51], ""logprob"": -3.4e-05}]]",1108.35,v1/responses,2026-05-24T22:40:21.597772+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,44,44,44,True,0,"[""44""]",[0.0],"[[{""token"": ""44"", ""bytes"": [52, 52], ""logprob"": 0.0}]]",1125.65,v1/responses,2026-05-24T22:40:21.705585+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,45,45,45,True,0,"[""45""]",[-1.5e-05],"[[{""token"": ""45"", ""bytes"": [52, 53], ""logprob"": -1.5e-05}]]",944.88,v1/responses,2026-05-24T22:40:22.315308+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,46,46,46,True,0,"[""46""]",[-3.1e-05],"[[{""token"": ""46"", ""bytes"": [52, 54], ""logprob"": -3.1e-05}]]",878.15,v1/responses,2026-05-24T22:40:22.486680+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,47,47,47,True,0,"[""47""]",[-1.2e-05],"[[{""token"": ""47"", ""bytes"": [52, 55], ""logprob"": -1.1e-05}]]",1224.3,v1/responses,2026-05-24T22:40:22.939677+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,48,48,48,True,0,"[""48""]",[-1.8e-05],"[[{""token"": ""48"", ""bytes"": [52, 56], ""logprob"": -1.9e-05}]]",1024.35,v1/responses,2026-05-24T22:40:23.348170+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,49,49,49,True,0,"[""49""]",[-2e-05],"[[{""token"": ""49"", ""bytes"": [52, 57], ""logprob"": -1.9e-05}]]",1582.35,v1/responses,2026-05-24T22:40:24.081251+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,50,50,50,True,0,"[""50""]",[-1e-05],"[[{""token"": ""50"", ""bytes"": [53, 48], ""logprob"": -1e-05}]]",1010.26,v1/responses,2026-05-24T22:40:23.962351+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,51,51,51,True,0,"[""51""]",[-7.6e-05],"[[{""token"": ""51"", ""bytes"": [53, 49], ""logprob"": -7.6e-05}]]",1212.51,v1/responses,2026-05-24T22:40:24.574099+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,52,52,52,True,0,"[""52""]",[-2e-05],"[[{""token"": ""52"", ""bytes"": [53, 50], ""logprob"": -1.9e-05}]]",1118.86,v1/responses,2026-05-24T22:40:25.090060+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,53,53,53,True,0,"[""53""]",[-8.1e-05],"[[{""token"": ""53"", ""bytes"": [53, 51], ""logprob"": -8e-05}]]",1000.89,v1/responses,2026-05-24T22:40:25.091290+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,54,54,54,True,0,"[""54""]",[6e-06],"[[{""token"": ""54"", ""bytes"": [53, 52], ""logprob"": 6e-06}]]",1015.94,v1/responses,2026-05-24T22:40:25.600014+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,55,55,55,True,0,"[""55""]",[-2.2e-05],"[[{""token"": ""55"", ""bytes"": [53, 53], ""logprob"": -2.3e-05}]]",910.01,v1/responses,2026-05-24T22:40:26.012856+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,56,56,56,True,0,"[""56""]",[-1.8e-05],"[[{""token"": ""56"", ""bytes"": [53, 54], ""logprob"": -1.9e-05}]]",910.21,v1/responses,2026-05-24T22:40:26.012307+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,57,57,57,True,0,"[""57""]",[-4.3e-05],"[[{""token"": ""57"", ""bytes"": [53, 55], ""logprob"": -4.2e-05}]]",908.11,v1/responses,2026-05-24T22:40:26.519173+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,58,58,58,True,0,"[""58""]",[-6e-06],"[[{""token"": ""58"", ""bytes"": [53, 56], ""logprob"": -6e-06}]]",1014.87,v1/responses,2026-05-24T22:40:27.034269+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,59,59,59,True,0,"[""59""]",[-0.000241],"[[{""token"": ""59"", ""bytes"": [53, 57], ""logprob"": -0.00024}]]",1016.21,v1/responses,2026-05-24T22:40:27.035116+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,60,60,60,True,0,"[""60""]",[-1.2e-05],"[[{""token"": ""60"", ""bytes"": [54, 48], ""logprob"": -1.1e-05}]]",915.18,v1/responses,2026-05-24T22:40:27.441784+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,61,61,61,True,0,"[""61""]",[-2.7e-05],"[[{""token"": ""61"", ""bytes"": [54, 49], ""logprob"": -2.7e-05}]]",3177.19,v1/responses,2026-05-24T22:40:30.218537+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,62,62,62,True,0,"[""62""]",[-1.3e-05],"[[{""token"": ""62"", ""bytes"": [54, 50], ""logprob"": -1.3e-05}]]",1018.39,v1/responses,2026-05-24T22:40:28.059494+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,63,63,63,True,0,"[""63""]",[-3.1e-05],"[[{""token"": ""63"", ""bytes"": [54, 51], ""logprob"": -3.1e-05}]]",1223.87,v1/responses,2026-05-24T22:40:28.672714+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,64,64,64,True,0,"[""64""]",[-1.7e-05],"[[{""token"": ""64"", ""bytes"": [54, 52], ""logprob"": -1.7e-05}]]",1343.45,v1/responses,2026-05-24T22:40:29.410706+00:00,
